Id,Name,WeekSales,WeekPSales,WeekBudget,WeekPBudget,PrevPeriodSales,PrevPeriodBudget,Date,ExpenseType
1786,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1787,Credit Card Processing,102.64,0.02306568,0,0,735.3398,0,2/26/2018 12:00:00 AM,Overhead Expense
1788,Direct Operating,408.34,0.3405018,0,0,9391.82,0,2/26/2018 12:00:00 AM,Overhead Expense
1789,Administrative,149.38,0.1245633,0,0,3435.74,0,2/26/2018 12:00:00 AM,Overhead Expense
1790,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1791,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1792,Occupancy Cost,942.07,0.7855624,0,0,21667.61,0,2/26/2018 12:00:00 AM,Overhead Expense
1793,Owners Draws,750,0.6254013,0,0,17250,0,2/26/2018 12:00:00 AM,Takeaway
1794,Loan Payment,1125,0.9381019,0,0,25875,0,2/26/2018 12:00:00 AM,Takeaway
1795,Loan Tax,300,0.2501605,0,0,6900,0,2/26/2018 12:00:00 AM,Takeaway
1796,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1797,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1798,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1799,Credit Card Processing,107.37,0.02306568,0,0,735.3398,0,2/26/2018 12:00:00 AM,Overhead Expense
1800,Direct Operating,408.34,0.3405018,0,0,9800.16,0,2/26/2018 12:00:00 AM,Overhead Expense
1801,Administrative,149.38,0.1245633,0,0,3585.12,0,2/26/2018 12:00:00 AM,Overhead Expense
1802,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1803,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1804,Occupancy Cost,942.07,0.7855624,0,0,22609.68,0,2/26/2018 12:00:00 AM,Overhead Expense
1805,Owners Draws,750,0.6254013,0,0,18000,0,2/26/2018 12:00:00 AM,Takeaway
1806,Loan Payment,1125,0.9381019,0,0,27000,0,2/26/2018 12:00:00 AM,Takeaway
1807,Loan Tax,300,0.2501605,0,0,7200,0,2/26/2018 12:00:00 AM,Takeaway
1808,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1809,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1810,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1811,Credit Card Processing,118.11,0.02306568,0,0,735.3398,0,2/26/2018 12:00:00 AM,Overhead Expense
1812,Direct Operating,408.34,0.3405018,0,0,10208.5,0,2/26/2018 12:00:00 AM,Overhead Expense
1813,Administrative,149.38,0.1245633,0,0,3734.5,0,2/26/2018 12:00:00 AM,Overhead Expense
1814,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1815,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1816,Occupancy Cost,942.07,0.7855624,0,0,23551.75,0,2/26/2018 12:00:00 AM,Overhead Expense
1817,Owners Draws,750,0.6254013,0,0,18750,0,2/26/2018 12:00:00 AM,Takeaway
1818,Loan Payment,1125,0.9381019,0,0,28125,0,2/26/2018 12:00:00 AM,Takeaway
1819,Loan Tax,300,0.2501605,0,0,7500,0,2/26/2018 12:00:00 AM,Takeaway
1820,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1821,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1822,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1823,Credit Card Processing,159.3599,0.02306568,0,0,735.3398,0,2/26/2018 12:00:00 AM,Overhead Expense
1824,Direct Operating,408.34,0.3405018,0,0,10616.84,0,2/26/2018 12:00:00 AM,Overhead Expense
1825,Administrative,149.38,0.1245633,0,0,3883.88,0,2/26/2018 12:00:00 AM,Overhead Expense
1826,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1827,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1828,Occupancy Cost,942.07,0.7855624,0,0,24493.82,0,2/26/2018 12:00:00 AM,Overhead Expense
1829,Owners Draws,750,0.6254013,0,0,19500,0,2/26/2018 12:00:00 AM,Takeaway
1830,Loan Payment,1125,0.9381019,0,0,29250,0,2/26/2018 12:00:00 AM,Takeaway
1831,Loan Tax,300,0.2501605,0,0,7800,0,2/26/2018 12:00:00 AM,Takeaway
1832,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1833,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1834,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1835,Credit Card Processing,147.6199,0.02306568,0,0,735.3398,0,2/26/2018 12:00:00 AM,Overhead Expense
1836,Direct Operating,408.34,0.3405018,0,0,11025.18,0,2/26/2018 12:00:00 AM,Overhead Expense
1837,Administrative,149.38,0.1245633,0,0,4033.26,0,2/26/2018 12:00:00 AM,Overhead Expense
1838,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1839,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1840,Occupancy Cost,942.07,0.7855624,0,0,25435.89,0,2/26/2018 12:00:00 AM,Overhead Expense
1841,Owners Draws,750,0.6254013,0,0,20250,0,2/26/2018 12:00:00 AM,Takeaway
1842,Loan Payment,1125,0.9381019,0,0,30375,0,2/26/2018 12:00:00 AM,Takeaway
1843,Loan Tax,300,0.2501605,0,0,8100,0,2/26/2018 12:00:00 AM,Takeaway
1844,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1845,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1846,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1847,Credit Card Processing,160.6499,0.02306568,0,0,735.3398,0,2/26/2018 12:00:00 AM,Overhead Expense
1848,Direct Operating,408.34,0.3405018,0,0,11433.52,0,2/26/2018 12:00:00 AM,Overhead Expense
1849,Administrative,149.38,0.1245633,0,0,4182.64,0,2/26/2018 12:00:00 AM,Overhead Expense
1850,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1851,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1852,Occupancy Cost,942.07,0.7855624,0,0,26377.96,0,2/26/2018 12:00:00 AM,Overhead Expense
1853,Owners Draws,750,0.6254013,0,0,21000,0,2/26/2018 12:00:00 AM,Takeaway
1854,Loan Payment,1125,0.9381019,0,0,31500,0,2/26/2018 12:00:00 AM,Takeaway
1855,Loan Tax,300,0.2501605,0,0,8400,0,2/26/2018 12:00:00 AM,Takeaway
1856,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1857,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1858,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1859,Credit Card Processing,160.9099,0.02306568,0,0,735.3398,0,2/26/2018 12:00:00 AM,Overhead Expense
1860,Direct Operating,408.34,0.3405018,0,0,11841.86,0,2/26/2018 12:00:00 AM,Overhead Expense
1861,Administrative,149.38,0.1245633,0,0,4332.02,0,2/26/2018 12:00:00 AM,Overhead Expense
1862,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1863,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1864,Occupancy Cost,942.07,0.7855624,0,0,27320.03,0,2/26/2018 12:00:00 AM,Overhead Expense
1865,Owners Draws,750,0.6254013,0,0,21750,0,2/26/2018 12:00:00 AM,Takeaway
1866,Loan Payment,1125,0.9381019,0,0,32625,0,2/26/2018 12:00:00 AM,Takeaway
1867,Loan Tax,300,0.2501605,0,0,8700,0,2/26/2018 12:00:00 AM,Takeaway
1868,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1869,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1870,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1871,Credit Card Processing,160.9099,0.02306568,0,0,735.3398,0,2/26/2018 12:00:00 AM,Overhead Expense
1872,Direct Operating,408.34,0.3405018,0,0,12250.2,0,2/26/2018 12:00:00 AM,Overhead Expense
1873,Administrative,149.38,0.1245633,0,0,4481.4,0,2/26/2018 12:00:00 AM,Overhead Expense
1874,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1875,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1876,Occupancy Cost,942.07,0.7855624,0,0,28262.1,0,2/26/2018 12:00:00 AM,Overhead Expense
1877,Owners Draws,750,0.6254013,0,0,22500,0,2/26/2018 12:00:00 AM,Takeaway
1878,Loan Payment,1125,0.9381019,0,0,33750,0,2/26/2018 12:00:00 AM,Takeaway
1879,Loan Tax,300,0.2501605,0,0,9000,0,2/26/2018 12:00:00 AM,Takeaway
1880,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1881,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1882,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1883,Credit Card Processing,161.4499,0.02306568,0,0,735.3398,0,2/26/2018 12:00:00 AM,Overhead Expense
1884,Direct Operating,408.34,0.3405018,0,0,12658.54,0,2/26/2018 12:00:00 AM,Overhead Expense
1885,Administrative,149.38,0.1245633,0,0,4630.78,0,2/26/2018 12:00:00 AM,Overhead Expense
1886,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1887,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1888,Occupancy Cost,942.07,0.7855624,0,0,29204.17,0,2/26/2018 12:00:00 AM,Overhead Expense
1889,Owners Draws,750,0.6254013,0,0,23250,0,2/26/2018 12:00:00 AM,Takeaway
1890,Loan Payment,1125,0.9381019,0,0,34875,0,2/26/2018 12:00:00 AM,Takeaway
1891,Loan Tax,300,0.2501605,0,0,9300,0,2/26/2018 12:00:00 AM,Takeaway
1892,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1893,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1894,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1895,Credit Card Processing,161.9199,0.02306568,0,0,735.3398,0,2/26/2018 12:00:00 AM,Overhead Expense
1896,Direct Operating,408.34,0.3405018,0,0,13066.88,0,2/26/2018 12:00:00 AM,Overhead Expense
1897,Administrative,149.38,0.1245633,0,0,4780.16,0,2/26/2018 12:00:00 AM,Overhead Expense
1898,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1899,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1900,Occupancy Cost,942.07,0.7855624,0,0,30146.24,0,2/26/2018 12:00:00 AM,Overhead Expense
1901,Owners Draws,750,0.6254013,0,0,24000,0,2/26/2018 12:00:00 AM,Takeaway
1902,Loan Payment,1125,0.9381019,0,0,36000,0,2/26/2018 12:00:00 AM,Takeaway
1903,Loan Tax,300,0.2501605,0,0,9600,0,2/26/2018 12:00:00 AM,Takeaway
